# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_model
# start_datetime = 2025-03-23 20:04:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/6ti7noxb.json
# init = 2 (Default)
# random
#   seed = 69587
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens/h2reg-20250323150456_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,log_p,rmse
-178211,1,0.278402,4,15,0,178236,-0.00858742,0.998436,-0.047141,-0.0481009,-0.0459222,-0.145254,0.0604278,0.00502448,-0.0423104,-0.043189,0.0212869,0.0928393,0.126845,0.0511062,0.0743696,0.024694,0.0154951,0.0942298,0.0161793,0.0144995,0.00515657,0.0422935,0.118222,0.0293593,0.0727924,0.0302249,-0.0524804,0.00145184,0.0375276,0.0514614,0.050769,0.0308934,0.0303616,0.0462156,0.0020316,0.184289,0.00509266,0.098382,0.0204095,-0.00905282,0.062499,0.047521,0.0484689,0.0197442,0.0181192,-0.1165,0.0800498,-0.0432763,0.0604338,0.0106627,0.064601,0.0407168,0.0649046,0.0508806,0.0452538,0.0466054,0.0624911,0.00196709,0.0756392,-168040,0.993565
-178207,0.975286,0.278402,4,15,0,178243,-0.00886061,0.997685,-0.0458131,-0.063394,-0.0763831,-0.121303,0.0289943,0.0269153,-0.0112614,-0.1058,-0.00176793,0.0844099,0.0841325,0.0524767,0.0707231,0.0124626,0.00914478,0.0794183,0.0388751,0.0129549,0.0130723,0.0278841,0.100232,-0.0241672,0.0865967,0.0361351,-0.0778096,0.00239225,0.0703209,0.0503318,0.0722968,0.0474508,0.0373598,0.0459115,0.003864,0.19452,-0.0017228,0.113409,-0.0318675,-0.0414036,0.11337,0.0515033,0.0521504,0.0370544,0.0457475,-0.0529523,0.101757,0.00638835,0.0388401,0.0353326,0.0333697,0.025358,0.063745,0.0273194,0.0609721,0.0755934,0.0646301,0.0250749,0.0196945,-168005,0.993276
-178207,0.707212,0.278402,4,15,0,178236,-0.00535498,0.998121,-0.054482,-0.0538862,-0.0509638,-0.118691,0.0344603,0.0299908,-0.0240226,-0.087729,0.0196394,0.081111,0.0773771,0.0421146,0.0700404,0.0106048,-0.00985899,0.0851047,0.0411913,0.00222265,0.0131039,0.0232839,0.114964,-0.0115203,0.0819359,0.0360373,-0.0786764,0.00185062,0.0695497,0.0409901,0.0688393,0.0510151,0.046166,0.0425819,0.000391566,0.194179,0.00354604,0.119075,-0.0251831,-0.032909,0.0786835,0.0578732,0.0448119,0.0305083,0.0312808,-0.0579025,0.0805023,-0.0421455,0.0340842,0.0511527,0.0634364,0.00530691,0.114665,0.0407555,0.0584993,0.0741077,0.0774929,0.0256841,0.0443972,-167984,0.99309
-178206,0.772298,0.278402,4,15,0,178229,-0.00750919,0.999723,-0.0399456,-0.0580374,-0.0717309,-0.130276,0.0653158,-0.00479934,-0.0328138,-0.0713834,0.000311996,0.0969982,0.132453,0.051202,0.0769453,0.0192395,0.0316626,0.0934936,0.0194893,0.0303468,0.00466161,0.0464786,0.108709,0.0177764,0.0799358,0.0340836,-0.0617793,0.0038673,0.0405993,0.0719851,0.0458955,0.0286052,0.0244045,0.0530246,0.000791259,0.209318,0.0146037,0.100924,0.0110131,-0.0149128,0.0929424,0.04695,0.0566673,0.0258134,0.0273996,-0.10516,0.0996472,0.0263615,0.0756791,0.0176204,0.0522327,0.0427341,0.0623066,0.0409967,0.0599723,0.0587153,0.0484516,0.0473198,0.0168152,-168050,0.993629
-178202,0.970409,0.278402,4,15,0,178231,-0.00962166,0.999612,-0.0480789,-0.0517123,-0.0542157,-0.127948,0.021348,0.0264063,-0.0180718,-0.0782365,0.0234556,0.0749712,0.0918252,0.0454506,0.0682839,0.0115184,-0.00315546,0.0847738,0.0259851,-0.00307366,0.0112428,0.0223014,0.122874,-0.00655809,0.0715266,0.0233153,-0.0614749,0.00742872,0.0618597,0.0426898,0.0708387,0.0460856,0.0372356,0.0356017,-0.00396064,0.181219,0.00739914,0.107004,-0.0195926,-0.0333693,0.0806264,0.054227,0.048955,0.0356213,0.0312173,-0.0648477,0.0811924,-0.0719961,0.0227963,0.0295693,0.0482886,0.00969405,0.0636652,0.0495507,0.0547336,0.0649943,0.0935411,0.00345329,0.0547232,-167985,0.993081
-178203,0.977503,0.278402,4,15,0,178233,-0.0085203,0.995941,-0.0441896,-0.0584356,-0.0708389,-0.126921,0.0693775,-0.000340263,-0.0412465,-0.0743454,0.00276278,0.101529,0.114056,0.0571641,0.0774202,0.0221726,0.0300244,0.0848367,0.0339752,0.0320143,0.0174867,0.050922,0.0980939,0.0167588,0.0818508,0.0408331,-0.0607639,-0.0126086,0.0485449,0.0679199,0.0490772,0.0340882,0.0367914,0.0604831,0.00739595,0.211528,-0.0036826,0.097497,0.00986978,-0.0146553,0.088434,0.0502933,0.0553669,0.0218926,0.0240914,-0.086824,0.0928314,0.0461244,0.0687644,0.0403101,0.055349,0.0290031,0.0895568,0.071573,0.0561718,0.0578287,0.0735527,0.0467385,0.0179114,-168043,0.993605
-178206,0.878803,0.278402,4,15,0,178232,-0.00750579,0.996807,-0.0505217,-0.0475147,-0.0642591,-0.127648,0.0269182,0.0324851,-0.010529,-0.087836,0.0127361,0.0739665,0.116412,0.0405169,0.0733651,0.00698387,-0.00855156,0.0854562,0.0190445,-0.0114222,0.00779256,0.0312572,0.132561,-0.0161146,0.0782311,0.0279973,-0.0586942,0.0288992,0.0494813,0.0417951,0.0661801,0.0589473,0.0329461,0.0384978,0.00247867,0.178251,0.00753382,0.117131,-0.0134687,-0.0385163,0.0820493,0.0601956,0.0567936,0.0408045,0.0296282,-0.0883962,0.0866752,-0.0206821,0.0294702,0.00461769,0.0298322,0.00542555,0.0440877,0.0303363,0.0550988,0.0754685,0.0464066,0.000414692,0.0281308,-168004,0.993276
-178220,0.846954,0.278402,4,15,0,178246,-0.00925634,0.996258,-0.0508241,-0.0625013,-0.0639472,-0.11881,0.0512623,0.0248233,-0.0500601,-0.0620505,0.00252891,0.0999765,0.0984201,0.0276482,0.0595163,0.0254647,0.0163751,0.0930114,0.00850508,0.0315985,0.0421637,0.037983,0.10615,0.0111539,0.0864691,0.0271928,-0.0816616,-0.0161068,0.0599655,0.058777,0.0613776,0.0306495,0.0118932,0.0656249,-0.0163344,0.191725,-0.00824845,0.112217,-0.00396728,-0.0293616,0.0949732,0.0328909,0.0515858,0.00218872,0.0222365,-0.0761317,0.0806887,-0.0129212,0.0528159,0.0488823,0.0323081,0.0364827,0.0807016,0.0635166,0.0663095,0.242607,0.0728379,0.0213752,0.0216978,-168009,0.993316
-178211,1,0.278402,4,15,0,178251,-0.00917413,0.998041,-0.039966,-0.0578841,-0.0632314,-0.143715,0.0463562,0.00224082,-0.00301334,-0.0964245,0.021581,0.0814688,0.112581,0.0725646,0.0881991,0.00890458,0.0103084,0.0835483,0.0440061,-0.00267296,-0.0233484,0.0336728,0.121781,0.000864871,0.076795,0.0425155,-0.0481765,0.0191057,0.0496646,0.0463975,0.0647399,0.0456,0.0522462,0.028942,0.0160864,0.199373,0.00772739,0.104827,-0.00788395,-0.0246279,0.0802864,0.0686288,0.0544484,0.0557161,0.0276305,-0.0867736,0.0978156,0.0525673,0.0636305,0.0369363,0.0581871,0.0473059,0.141656,0.027441,0.0519127,0.101076,0.0503286,0.0494258,0.0166256,-168045,0.99361
-178213,0.905447,0.278402,4,15,0,178241,-0.00660743,0.997679,-0.0411228,-0.0509685,-0.0681977,-0.12453,0.0427664,0.0231933,-0.040234,-0.0531891,0.0274129,0.0955127,0.0945044,0.0215334,0.0606053,0.0292281,0.0187792,0.0835821,0.020936,0.0265279,0.029702,0.0415601,0.109209,0.00806163,0.0937235,0.0227991,-0.0712787,-0.0124225,0.0584603,0.0667078,0.0499217,0.0288288,0.0137133,0.0556577,-0.0140212,0.202753,0.0087032,0.116091,-0.00660648,-0.0339448,0.0854413,0.0189056,0.0522474,0.0139642,0.00384047,-0.0816711,0.0827939,-0.00913617,0.0334494,0.0626957,0.0327545,0.0394707,0.0705138,0.0534546,0.0783337,0.0543391,0.0976121,0.0280146,0.0205097,-167992,0.993162
-178209,1,0.278402,4,15,0,178237,-0.00756122,0.997977,-0.0510567,-0.0622574,-0.0547271,-0.121031,0.0408336,0.00305067,-0.0124508,-0.0968835,-0.0111212,0.0824676,0.118014,0.0742095,0.0850837,0.00497567,0.00466734,0.0915433,0.0331141,0.000112105,-0.00997135,0.0312764,0.120101,-0.00098546,0.0679636,0.0457172,-0.0542358,0.0192081,0.0538264,0.0449638,0.0716325,0.0494657,0.0604794,0.0348941,0.0214667,0.19321,-0.000486158,0.104241,-0.00634219,-0.0207498,0.0852854,0.0817025,0.0498466,0.0450806,0.0469792,-0.0865602,0.0974101,-0.0354232,0.0716134,0.0303506,0.0835324,0.0244972,0.0600293,0.039598,0.0515042,0.0917265,0.0572333,0.0376182,0.0476373,-168020,0.9934
-178200,0.945117,0.278402,4,15,0,178233,-0.00975276,0.99765,-0.0508251,-0.0558731,-0.0891467,-0.115911,0.0313393,0.0339691,-0.0189181,-0.0792861,0.00570221,0.0716438,0.10863,0.0537202,0.0720391,0.0311363,0.0189612,0.0976453,0.0213155,0.0183841,-0.00228986,0.0303358,0.105998,0.00281468,0.0673332,0.0310892,-0.0517336,0.0195835,0.0482577,0.0434796,0.069514,0.054522,0.0183679,0.0438689,0.0119163,0.188966,-0.00546449,0.113535,0.00898281,-0.0368316,0.0966047,0.056096,0.04404,0.0185981,0.0496359,-0.0885059,0.100322,-0.0387783,0.0499522,0.0175317,0.0740687,0.0376636,0.046548,0.029902,0.0496508,0.0638722,0.0628388,0.0335724,0.0604186,-168016,0.99337
-178211,0.847959,0.278402,4,15,0,178235,-0.00710446,0.998621,-0.0513647,-0.0713121,-0.0679607,-0.0988443,0.0370973,0.0323356,-0.0164132,-0.0840453,0.00421395,0.0674851,0.0938825,0.0574429,0.0687133,0.00850953,0.0227089,0.0590334,0.0234879,0.0138355,0.0215781,0.0308391,0.0850261,-0.00116196,0.0847084,0.0404585,-0.0645652,-0.000860061,0.0506609,0.0431837,0.057952,0.0369342,0.0348983,0.0321995,0.0134437,0.213736,0.00652389,0.0906833,-0.0133141,-0.0153853,0.120975,0.0780206,0.0548647,0.0207941,0.0356647,-0.0871655,0.103735,-0.0307432,0.040608,0.0181979,0.0879026,0.046498,0.0580032,0.0335062,0.0517906,0.0791211,0.0560902,0.0283358,0.04906,-167965,0.992925
-178201,0.896993,0.278402,4,15,0,178232,-0.00767963,0.998707,-0.0509349,-0.0682039,-0.0576532,-0.103066,0.0379927,0.0372832,-0.0311471,-0.0730551,-0.00252448,0.0894183,0.106915,0.0470402,0.0705569,0.00797883,0.02061,0.0720669,0.0187434,0.0147314,0.0161387,0.0330981,0.102122,-0.00786472,0.0709576,0.0497089,-0.0668442,0.00854951,0.0628003,0.0436482,0.0518486,0.0433714,0.0404076,0.0410667,0.00329458,0.203106,-0.00291258,0.0821755,-0.00395355,-0.0228618,0.116196,0.0665158,0.0467036,0.0184999,0.0314248,-0.0712646,0.108006,0.0122475,0.0491269,0.0262411,0.0799111,0.0353991,0.0708456,0.032866,0.0434395,0.067849,0.0573038,0.0290474,0.0460422,-167981,0.993065
-178206,0.657797,0.278402,4,15,0,178239,-0.00825973,0.999995,-0.0545954,-0.0512551,-0.0449851,-0.116304,0.0375696,0.032946,-0.0279083,-0.0672765,0.00321141,0.0903774,0.0986134,0.0517565,0.069943,0.00720069,0.0289913,0.0668457,0.0192464,0.0239876,0.00486894,0.0281457,0.105208,-0.00696244,0.0642082,0.0494342,-0.0462674,0.0113121,0.0639097,0.0384968,0.0516269,0.0647058,0.0353288,0.0354285,-0.00158148,0.196007,0.000318765,0.0887984,-0.000259056,-0.0276725,0.115179,0.0662577,0.0524693,0.0219687,0.0371123,-0.0630932,0.102214,-0.0129527,0.0500601,0.0308299,0.0771864,0.0374022,0.0778787,0.0293667,0.0343376,0.0759199,0.0639429,0.0293211,0.0451968,-167977,0.993013
-178205,0.96139,0.278402,4,15,0,178244,-0.00835342,0.997802,-0.038669,-0.0571919,-0.0798354,-0.127468,0.0496674,-0.00561914,-0.0281506,-0.0895631,0.0130092,0.0830474,0.103674,0.0462865,0.0717461,0.0300655,-0.0024883,0.104553,0.035224,0.00405912,0.0114842,0.0416828,0.108637,0.0156189,0.0914401,0.0137547,-0.0682939,-0.00325975,0.0415199,0.077223,0.0672129,0.0171605,0.0364536,0.0584466,0.0121722,0.193291,0.0128389,0.128095,-0.0125284,-0.025623,0.0599396,0.0296148,0.0484281,0.0349579,0.0206703,-0.104635,0.0912499,-0.0139369,0.0706867,0.035961,0.0599881,0.0200866,0.0446774,0.0367085,0.0641536,0.064753,0.0644917,0.0480914,0.040036,-168029,0.993478
-178204,0.850757,0.278402,4,15,0,178242,-0.00841655,0.999046,-0.0543241,-0.056378,-0.0486227,-0.124431,0.0359443,0.0340926,-0.0238058,-0.0640887,0.00784482,0.100021,0.115011,0.0585709,0.0775662,0.001247,0.0219292,0.0732814,0.0176544,0.0194766,0.00988479,0.034239,0.115808,-0.005947,0.0680462,0.0555737,-0.0544714,0.0106824,0.0655146,0.0347651,0.0509581,0.0638436,0.0350938,0.0338304,-0.00435462,0.200706,-0.00218398,0.0881143,0.00250674,-0.0212022,0.109856,0.0708525,0.0535266,0.0159201,0.0308973,-0.0532505,0.0875431,-0.0113624,0.0385708,0.025641,0.038056,0.0129469,0.0630444,0.0479959,0.044513,0.0815726,0.0546812,0.0145039,0.0312869,-168005,0.993263
-178202,0.912308,0.278402,4,15,0,178230,-0.00783629,1.00015,-0.0480873,-0.0586278,-0.0520577,-0.13604,0.0604915,0.0173769,-0.0244927,-0.0727097,0.0238844,0.0772888,0.102763,0.0547885,0.0809928,0.0156589,-0.00712711,0.0938875,0.0138177,0.0308658,0.0118231,0.0287429,0.105835,-0.00330994,0.0703663,0.030416,-0.0616289,-0.00287291,0.0656213,0.0461916,0.037253,0.000869491,0.0425232,0.0458883,-0.00360529,0.193103,0.0113337,0.120705,-0.0163696,-0.00410752,0.0920188,0.0398602,0.0419024,0.0237314,0.0228823,-0.0951474,0.0962041,-0.0286915,0.0375816,0.0337572,0.0437283,0.0338066,0.0549339,0.0398919,0.0530243,0.0628817,0.0592144,0.0209018,0.0304253,-168032,0.993472
-178202,0.854581,0.278402,4,15,0,178226,-0.00917934,0.9958,-0.0523358,-0.0547889,-0.0480726,-0.124346,0.0418084,0.0183975,-0.0148525,-0.0838726,0.0326666,0.0799803,0.101007,0.0582094,0.0876382,0.0177279,0.00692851,0.089739,0.0252924,0.0186114,0.00234802,0.0391326,0.110568,0.00134964,0.0706987,0.0233264,-0.0683465,-0.0143556,0.0591831,0.0509063,0.0402606,0.0352876,0.0608436,0.0425631,-0.00400948,0.210665,0.0100387,0.112019,-0.0127401,-0.0180054,0.101096,0.0386987,0.0528576,0.0182747,0.0204516,-0.0875883,0.0881275,-0.0287549,0.0516649,0.00817331,0.0233428,0.0518838,0.0395782,0.0486322,0.0413884,0.0681762,0.0593544,0.0411839,0.0667763,-168010,0.993329
