# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 20:41:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmppgg4k5mb/wxoef64k.json
# init = 2 (Default)
# random
#   seed = 85172
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den_nNone/sems.nonsems/multireg-20250511154142_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,log_p
-19267.7,0.933435,0.582021,3,7,0,19269.4,-0.015476,0.145668,0.131174,0.0645814,0.109409,0.0245572,-0.0339731,-0.0595222,0.982362,0.138146,0.122294,0.0561309,0.119186,0.142432,-0.0363805,-0.0730045,-18697.1
-19268.2,0.942863,0.582021,3,7,0,19271.2,-0.0170976,0.153341,0.124465,0.0675933,0.0956151,0.0331947,-0.0432542,-0.0450551,0.980248,0.144811,0.114505,0.0527046,0.106239,0.155178,-0.0488581,-0.0552604,-18691.8
-19269.8,0.716091,0.582021,2,7,0,19275.4,-9.83585e-05,0.147674,0.129702,0.0668872,0.100563,0.0277161,-0.0357573,-0.0529347,0.982164,0.139532,0.120467,0.0562318,0.110059,0.144565,-0.0390937,-0.0649249,-18695.7
-19271.6,0.869269,0.582021,3,7,0,19276.3,-0.0326786,0.155556,0.127324,0.0656928,0.10527,0.0304247,-0.0411018,-0.0521501,0.979806,0.147909,0.117595,0.0528909,0.116033,0.154171,-0.0456554,-0.0639625,-18692.6
-19266.1,1,0.582021,2,3,0,19273.2,-0.0165636,0.144901,0.130733,0.0678638,0.0979158,0.0339507,-0.038174,-0.0526459,0.979007,0.135534,0.121081,0.0540505,0.107075,0.160605,-0.0420553,-0.0645707,-18694.4
-19266,0.986705,0.582021,3,7,0,19267.9,-0.0135477,0.154351,0.128506,0.0662855,0.108648,0.0250934,-0.0402889,-0.0535924,0.981544,0.146974,0.119178,0.0562902,0.120112,0.142609,-0.044548,-0.0657316,-18691.9
-19269.4,0.576898,0.582021,2,3,0,19273.3,-0.00915198,0.145746,0.134051,0.0713698,0.0979508,0.0342402,-0.0399924,-0.0577805,0.974998,0.136004,0.12497,0.0582641,0.107657,0.167792,-0.0438416,-0.0708683,-18693.6
-19267.8,0.805484,0.582021,3,7,0,19276.7,-0.0194124,0.151168,0.128329,0.060569,0.103777,0.0290183,-0.0395732,-0.0468548,0.987854,0.142959,0.118544,0.0475958,0.114211,0.144453,-0.0442347,-0.0574678,-18695.1
-19267.7,1,0.582021,3,7,0,19269.5,-0.0161966,0.152995,0.134133,0.0738926,0.105177,0.0286306,-0.0399524,-0.0547901,0.975707,0.14413,0.124303,0.0628174,0.115909,0.151757,-0.0440401,-0.0672005,-18689.8
-19267.4,0.831852,0.582021,3,7,0,19273.6,-0.0126873,0.150297,0.127136,0.0602713,0.0991697,0.0333149,-0.0410974,-0.0494077,0.986771,0.141896,0.117826,0.0456991,0.109285,0.158143,-0.0458766,-0.060599,-18695.1
-19268.9,0.804328,0.582021,3,7,0,19273.7,-0.0162993,0.149367,0.130045,0.0694956,0.106229,0.025021,-0.037833,-0.0604543,0.973632,0.141846,0.121505,0.0610764,0.116992,0.147399,-0.0409956,-0.0741478,-18693.5
-19266.6,1,0.582021,2,3,0,19269.6,-0.015021,0.151984,0.128828,0.0699084,0.107652,0.0279957,-0.0376618,-0.0592481,0.977513,0.14462,0.119492,0.0597426,0.117926,0.152971,-0.0408871,-0.0726684,-18692.1
-19267.7,0.932393,0.582021,3,7,0,19269.9,-0.0177088,0.147113,0.128912,0.0614418,0.0967008,0.0314172,-0.0383221,-0.0456928,0.985704,0.138166,0.119309,0.047579,0.106189,0.147903,-0.0428098,-0.0560426,-18695.9
-19267.3,0.891894,0.582021,3,7,0,19271.9,-0.0192751,0.153597,0.135703,0.0689163,0.105596,0.031355,-0.0316742,-0.0497836,0.979543,0.144982,0.124501,0.0559774,0.113426,0.146738,-0.0343905,-0.0610601,-18689.9
-19266.6,0.950368,0.582021,3,7,0,19270.2,-0.0122156,0.147861,0.126543,0.0655857,0.100143,0.0275475,-0.0441332,-0.0537809,0.986057,0.139544,0.118288,0.0545818,0.112126,0.151444,-0.0492057,-0.0659628,-18696.1
-19266.9,0.880043,0.582021,3,7,0,19270,-0.0187939,0.153602,0.131329,0.0691763,0.107356,0.0322899,-0.033584,-0.0520077,0.977166,0.145576,0.120193,0.0559187,0.115673,0.152591,-0.0365284,-0.0637879,-18690.1
-19265.1,0.996759,0.582021,3,7,0,19267.5,-0.0155586,0.155494,0.127318,0.0661729,0.101859,0.0294337,-0.040754,-0.0530244,0.980065,0.147976,0.118175,0.0542432,0.112592,0.152475,-0.0451604,-0.065035,-18690.4
-19264.8,0.986001,0.582021,2,7,0,19265.7,-0.0127075,0.148379,0.132333,0.0670469,0.102168,0.032179,-0.0401315,-0.0525591,0.981314,0.139126,0.122658,0.0537162,0.112293,0.157907,-0.0444421,-0.0644642,-18692.8
-19265.9,0.81608,0.582021,2,3,0,19267.5,-0.010422,0.150291,0.129226,0.0670601,0.102339,0.0334086,-0.0423171,-0.057602,0.983648,0.1418,0.120221,0.0537846,0.112975,0.167467,-0.0466823,-0.0706494,-18693.5
-19271.2,0.611517,0.582021,3,7,0,19275.1,-0.00385278,0.149294,0.126855,0.0585502,0.106367,0.0268499,-0.0306678,-0.0558766,0.978595,0.142927,0.117704,0.0485043,0.114692,0.141583,-0.0326637,-0.0685332,-18696.5
-19267.4,0.923125,0.582021,3,7,0,19274.6,-0.00959792,0.155037,0.124791,0.0657076,0.0995605,0.0256681,-0.0396206,-0.0466936,0.980445,0.147772,0.115444,0.0548204,0.110416,0.136551,-0.0443057,-0.0572702,-18691.7
-19266.9,0.959502,0.582021,3,7,0,19269.9,-0.0131548,0.145134,0.125632,0.0707068,0.101953,0.0350245,-0.0435746,-0.056046,0.981878,0.136137,0.115992,0.0564417,0.112679,0.170632,-0.0483395,-0.068741,-18696
-19267.7,0.904736,0.582021,2,7,0,19269.7,-0.017846,0.143817,0.131749,0.0662313,0.0997101,0.032328,-0.0416239,-0.0603056,0.985405,0.13463,0.123618,0.0541019,0.11027,0.167123,-0.0456162,-0.0739654,-18697.5
-19269.2,0.942623,0.582021,2,3,0,19270.3,-0.0223057,0.145263,0.134607,0.0656789,0.10025,0.0320727,-0.041697,-0.0626468,0.984008,0.136004,0.126863,0.0540054,0.110911,0.168921,-0.0455116,-0.0768369,-18696.8
-19270.6,0.834872,0.582021,3,7,0,19275.4,-0.0113012,0.155738,0.137058,0.0734652,0.0958012,0.0259088,-0.0427284,-0.0456462,0.978449,0.145912,0.127729,0.0625868,0.107419,0.13845,-0.0481702,-0.0559855,-18688.8
-19275.2,0.815494,0.582021,3,7,0,19279.7,-0.00780232,0.158504,0.128839,0.0692945,0.0929133,0.0379718,-0.0515274,-0.0484786,0.987088,0.148863,0.119662,0.0522382,0.105189,0.176029,-0.0586324,-0.0594594,-18691.8
-19266.3,1,0.582021,2,3,0,19276.8,-0.0210108,0.147456,0.126057,0.0709327,0.100114,0.0298414,-0.0393138,-0.0560906,0.983104,0.139418,0.116947,0.0596714,0.110347,0.155375,-0.0431563,-0.0687957,-18695.2
-19268.5,0.616498,0.582021,2,3,0,19273.7,-0.0156644,0.141162,0.123354,0.0670308,0.0974827,0.0315859,-0.0316955,-0.0549647,0.980408,0.133549,0.113816,0.0552014,0.10512,0.152457,-0.0339883,-0.0674147,-18699.1
-19272.5,0.715825,0.582021,2,3,0,19275.6,-0.0236489,0.14165,0.128702,0.0635913,0.102381,0.0388565,-0.0304596,-0.0484999,0.975375,0.132524,0.116975,0.0467227,0.108582,0.16194,-0.0330201,-0.0594855,-18697.8
-19269.1,0.962051,0.582021,3,7,0,19277.1,-0.0116206,0.156274,0.129491,0.0628444,0.0954132,0.0332724,-0.0439133,-0.0551028,0.975353,0.148174,0.121476,0.049349,0.106325,0.165883,-0.0488292,-0.0675841,-18690
-19267.1,0.953089,0.582021,2,3,0,19271.1,-0.0196276,0.153631,0.130817,0.0701188,0.100266,0.0307257,-0.040088,-0.0550599,0.987409,0.145327,0.121623,0.058154,0.110581,0.156994,-0.0441826,-0.0675315,-18692.4
-19267.3,0.850443,0.582021,3,7,0,19271.9,-0.0186609,0.154982,0.124945,0.0675813,0.107394,0.0285944,-0.0356208,-0.0536313,0.986952,0.148353,0.114753,0.0562536,0.116906,0.147194,-0.0388702,-0.0657793,-18693.3
-19267.7,0.720264,0.582021,2,3,0,19274,-0.0149159,0.152526,0.12509,0.0712189,0.103909,0.033864,-0.0298638,-0.0575854,0.980675,0.145911,0.114362,0.0585936,0.110856,0.158953,-0.0315451,-0.070629,-18692.7
-19266.8,0.972166,0.582021,3,7,0,19269.7,-0.0147913,0.148592,0.132011,0.0624379,0.104821,0.0268789,-0.0472102,-0.049584,0.982098,0.139101,0.123306,0.0505035,0.117893,0.148067,-0.053293,-0.0608152,-18694.4
-19267.3,0.869263,0.582021,3,7,0,19271.4,-0.0191109,0.149031,0.127886,0.0706826,0.0979102,0.0281815,-0.0301094,-0.0563415,0.980549,0.141909,0.118547,0.0610101,0.105639,0.144709,-0.0319465,-0.0691034,-18694.1
-19268.3,0.907244,0.582021,3,7,0,19271.2,-0.00592775,0.148368,0.120217,0.0661484,0.102502,0.0305272,-0.0381193,-0.0559414,0.982974,0.141594,0.110949,0.0542808,0.11234,0.155901,-0.0417165,-0.0686126,-18696.9
-19266.6,0.88054,0.582021,3,7,0,19272,-0.0219601,0.149475,0.124088,0.0654496,0.108527,0.0313877,-0.0375666,-0.0540433,0.980163,0.14213,0.113789,0.052513,0.118211,0.155582,-0.0412015,-0.0662846,-18694.7
-19266.5,0.776627,0.582021,2,3,0,19271,-0.0127623,0.14823,0.124953,0.0610685,0.10869,0.0293107,-0.0377277,-0.0495344,0.981824,0.1406,0.11468,0.048253,0.118699,0.146388,-0.0417699,-0.0607544,-18695.7
-19267.6,0.921356,0.582021,3,7,0,19269.5,-0.0174921,0.151003,0.13345,0.0710834,0.093938,0.0309729,-0.0427591,-0.0566718,0.980808,0.141786,0.125376,0.0594723,0.104846,0.161224,-0.0472964,-0.0695085,-18691.9
-19268.2,0.911914,0.582021,2,3,0,19270.5,-0.0155618,0.143684,0.134685,0.0650034,0.095246,0.0332577,-0.0447101,-0.0554355,0.979718,0.133317,0.126685,0.0516093,0.106393,0.166792,-0.0497702,-0.0679922,-18695.7
-19266.3,0.983321,0.582021,2,7,0,19269.9,-0.018525,0.146499,0.133269,0.0674329,0.101012,0.0349981,-0.0430465,-0.0551588,0.98107,0.136588,0.12395,0.0529981,0.111552,0.16928,-0.0477708,-0.0676527,-18693.9
-19265.8,0.85285,0.582021,2,7,0,19270,-0.0177467,0.148699,0.130354,0.0611584,0.101794,0.0331837,-0.0400156,-0.0481026,0.980848,0.139626,0.120439,0.0463971,0.111669,0.155706,-0.0446694,-0.0589982,-18693.5
-19266.1,0.73482,0.582021,3,7,0,19271.8,-0.0119785,0.149017,0.126566,0.0709601,0.102961,0.0272251,-0.034875,-0.0546116,0.978081,0.141591,0.116882,0.0609053,0.112358,0.14442,-0.0378826,-0.0669816,-18693.4
-19267.4,0.790499,0.582021,3,7,0,19271.4,-0.0175027,0.14844,0.132049,0.0584132,0.104077,0.0328747,-0.0416007,-0.052342,0.986564,0.139401,0.12289,0.0441669,0.114574,0.160433,-0.0462461,-0.064198,-18695.7
-19272.8,0.752314,0.582021,2,3,0,19273.9,-0.0142395,0.144007,0.127854,0.0783568,0.106203,0.0246624,-0.0299036,-0.0475526,0.975103,0.135695,0.116094,0.068861,0.114548,0.127617,-0.0324225,-0.0583237,-18696.3
-19266.8,1,0.582021,2,3,0,19273.6,-0.0177792,0.15031,0.124614,0.0614356,0.103704,0.0298917,-0.0398714,-0.0571931,0.986209,0.143242,0.116072,0.0497326,0.114202,0.157019,-0.043743,-0.0701479,-18696
-19266.5,0.904212,0.582021,3,7,0,19270.2,-0.016855,0.146919,0.124144,0.0669535,0.100814,0.0341995,-0.0413589,-0.0524453,0.985617,0.138492,0.114359,0.0525792,0.110946,0.163426,-0.0459435,-0.0643247,-18696.2
-19265.8,0.995695,0.582021,3,7,0,19267.9,-0.0159223,0.144231,0.128281,0.0690156,0.102019,0.030668,-0.0419902,-0.0523585,0.984485,0.134998,0.118736,0.0563744,0.11292,0.155625,-0.0467182,-0.0642181,-18696.4
-19267.4,0.88089,0.582021,3,7,0,19269.4,-0.0185045,0.151584,0.125005,0.0597284,0.100384,0.0312622,-0.037882,-0.0459533,0.977929,0.143876,0.115085,0.0457451,0.109869,0.147465,-0.0422533,-0.0563621,-18693.1
-19268.2,0.823166,0.582021,3,7,0,19272.6,-0.0141538,0.156707,0.132365,0.070096,0.104645,0.0363197,-0.0389799,-0.0478409,0.976288,0.147654,0.120831,0.0539627,0.1138,0.161931,-0.043432,-0.0586774,-18687.8
-19270.5,0.463159,0.582021,2,3,0,19280,-0.0239621,0.150832,0.133395,0.0704191,0.109483,0.0357983,-0.0420644,-0.0453731,0.985676,0.140569,0.121262,0.0536868,0.119731,0.160626,-0.0473855,-0.0556505,-18693.3
-19267.8,1,0.582021,3,7,0,19272.9,-0.0161025,0.14632,0.126148,0.0662936,0.0981743,0.0327408,-0.0477072,-0.0543738,0.98509,0.137175,0.117762,0.052677,0.110351,0.166833,-0.0535013,-0.0666899,-18696.7
-19266.8,0.942462,0.582021,3,7,0,19270.8,-0.0139038,0.151182,0.133353,0.0644991,0.108041,0.0273897,-0.0326322,-0.0527916,0.977588,0.143306,0.123239,0.0536818,0.116871,0.141267,-0.0353066,-0.0647494,-18692
-19266.2,0.737231,0.582021,2,3,0,19272.2,-0.0100144,0.15301,0.125186,0.0640035,0.106576,0.0281361,-0.0390085,-0.0494487,0.981753,0.14567,0.115167,0.0519106,0.117087,0.144558,-0.0433339,-0.0606493,-18692.9
-19269.3,0.798541,0.582021,3,7,0,19271.1,-0.0129313,0.147902,0.13979,0.065796,0.110786,0.0257458,-0.0392421,-0.0463342,0.980899,0.13764,0.1292,0.0542152,0.121818,0.136082,-0.0438752,-0.0568293,-18693.6
-19269.2,0.970175,0.582021,3,7,0,19274,-0.0219508,0.145646,0.128415,0.0587108,0.0965221,0.0343286,-0.03517,-0.0581287,0.979352,0.137772,0.120145,0.0455298,0.104762,0.164645,-0.0379506,-0.0712953,-18697
-19267.3,0.863122,0.582021,3,7,0,19273.7,-0.00753301,0.152422,0.128401,0.0723649,0.105316,0.0274891,-0.0421411,-0.0497239,0.983052,0.14393,0.118245,0.0608265,0.116817,0.145734,-0.0471192,-0.0609868,-18692.3
-19267.9,0.985941,0.582021,3,7,0,19269.7,-0.0248036,0.14613,0.128926,0.0598338,0.0990371,0.0292909,-0.0364768,-0.0562249,0.97982,0.138298,0.120781,0.0486942,0.108494,0.152054,-0.0396965,-0.0689604,-18696.5
-19267.2,0.989833,0.582021,3,7,0,19270.3,-0.00812294,0.153172,0.129437,0.0715335,0.107652,0.0279452,-0.0412232,-0.0489151,0.982208,0.144642,0.118837,0.0595317,0.118867,0.145282,-0.0460703,-0.0599948,-18691.6
-19266.8,0.960557,0.582021,3,7,0,19269.8,-0.0190532,0.146287,0.132084,0.0605049,0.0978185,0.0291843,-0.0347335,-0.0538561,0.978771,0.137946,0.123597,0.0492379,0.106721,0.148107,-0.037773,-0.0660551,-18695
-19269.1,0.828216,0.582021,3,7,0,19271.4,-0.0167458,0.146552,0.124815,0.066101,0.102792,0.0280564,-0.0432997,-0.0642626,0.97691,0.1392,0.117508,0.0564835,0.114638,0.162438,-0.0473264,-0.0788187,-18696.9
-19266.3,0.979095,0.582021,3,7,0,19270.9,-0.0197056,0.156459,0.13108,0.0631839,0.10294,0.0267028,-0.0411348,-0.0493781,0.98246,0.148483,0.121996,0.0518331,0.114201,0.142792,-0.0459245,-0.0605627,-18690.5
-19266.3,0.612473,0.582021,2,3,0,19273.1,-0.0197056,0.156459,0.13108,0.0631839,0.10294,0.0267028,-0.0411348,-0.0493781,0.98246,0.148483,0.121996,0.0518331,0.114201,0.142792,-0.0459245,-0.0605627,-18690.5
-19267.8,0.708943,0.582021,3,7,0,19271.9,-0.0207794,0.147437,0.124951,0.0715663,0.0994406,0.0279687,-0.033954,-0.0527127,0.986484,0.139937,0.115169,0.0611051,0.108334,0.143546,-0.0369199,-0.0646527,-18696.4
-19267.9,0.990622,0.582021,3,7,0,19269.5,-0.0125133,0.148719,0.136535,0.0612735,0.107857,0.0301186,-0.0375457,-0.0498106,0.976389,0.139323,0.126403,0.0481626,0.117667,0.148399,-0.0415258,-0.0610931,-18692.7
-19267.6,0.855778,0.582021,3,7,0,19273.2,-0.0168549,0.14874,0.125554,0.0706735,0.0959528,0.0326015,-0.0392827,-0.0563368,0.98655,0.140719,0.116619,0.0582869,0.105636,0.162004,-0.0430981,-0.0690976,-18695.5
-19270.4,0.826445,0.582021,2,3,0,19272.3,-0.0174869,0.15003,0.125415,0.0733681,0.0971591,0.0267476,-0.0419613,-0.0577906,0.990071,0.142346,0.117311,0.0640263,0.108592,0.151919,-0.0462342,-0.0708807,-18696.8
-19271.6,0.979028,0.582021,3,7,0,19273.8,-0.0146202,0.148778,0.134811,0.0577781,0.11056,0.0309639,-0.0338919,-0.0493277,0.972888,0.140071,0.124146,0.0441177,0.119232,0.147077,-0.0371241,-0.0605009,-18693.9
-19269.4,0.997736,0.582021,3,7,0,19274.7,-0.012716,0.154107,0.123234,0.0724479,0.100394,0.0336497,-0.0337365,-0.0603055,0.986577,0.14772,0.113533,0.0603655,0.108448,0.16414,-0.0360282,-0.0739653,-18694
-19266.7,0.996485,0.582021,3,7,0,19271.3,-0.0166416,0.153037,0.132586,0.0690514,0.105011,0.0254847,-0.0413723,-0.0452415,0.979774,0.143985,0.122375,0.0577289,0.116541,0.136021,-0.0465551,-0.0554891,-18690.7
-19267.2,0.808964,0.582021,3,7,0,19270.8,-0.00717736,0.147575,0.124934,0.0636926,0.10376,0.0302554,-0.035584,-0.0562695,0.97871,0.140392,0.115651,0.0520174,0.112933,0.153653,-0.0386075,-0.0690151,-18695.6
-19266.4,0.823239,0.582021,3,7,0,19272,-0.0202974,0.153967,0.129523,0.0682367,0.102647,0.0279786,-0.0405405,-0.045761,0.979704,0.14544,0.119296,0.0558989,0.113485,0.14169,-0.045501,-0.0561262,-18690.5
-19268.4,0.679062,0.582021,2,3,0,19272.1,-0.0137069,0.158053,0.135334,0.0689788,0.10534,0.0309902,-0.0416509,-0.0572056,0.986847,0.149588,0.126092,0.0568051,0.116234,0.160946,-0.0459052,-0.0701632,-18690.1
-19269.3,0.946349,0.582021,3,7,0,19272.8,-0.0203488,0.139095,0.127274,0.0625204,0.0955219,0.0298802,-0.0404362,-0.0561291,0.979303,0.130209,0.11954,0.051108,0.105955,0.156364,-0.0445175,-0.0688428,-18700.2
-19266.8,0.995504,0.582021,3,7,0,19271.5,-0.0143968,0.141784,0.129193,0.0631386,0.106473,0.0273586,-0.0379364,-0.0515253,0.978465,0.133001,0.119611,0.0518195,0.11681,0.144001,-0.041859,-0.0631962,-18697.6
-19268.3,0.854479,0.582021,3,7,0,19271.1,-0.0144065,0.149198,0.136962,0.065108,0.097096,0.0351338,-0.0380832,-0.0590993,0.985538,0.139849,0.128458,0.0517024,0.106093,0.169717,-0.0414117,-0.0724859,-18693.9
-19268.4,0.982103,0.582021,3,7,0,19272,-0.0136643,0.1508,0.121186,0.0667328,0.108194,0.025074,-0.0389072,-0.0441645,0.981988,0.143571,0.11035,0.0553364,0.119138,0.132102,-0.0436474,-0.0541682,-18695.1
-19265.9,0.970346,0.582021,2,3,0,19269.9,-0.0164983,0.149605,0.122381,0.0689227,0.104154,0.0288979,-0.0369166,-0.0490478,0.98091,0.142232,0.111855,0.0568387,0.113861,0.144322,-0.0408241,-0.0601576,-18694.1
-19266.1,0.837963,0.582021,3,7,0,19269.7,-0.0142805,0.149305,0.134744,0.0656293,0.101775,0.0286802,-0.038993,-0.0603372,0.98081,0.140799,0.12672,0.0553744,0.112187,0.156667,-0.0424155,-0.0740042,-18693.2
-19271.8,0.621937,0.582021,2,3,0,19273.4,-0.0155168,0.142753,0.137789,0.0573337,0.0994694,0.0198312,-0.037273,-0.0511826,0.976855,0.133549,0.130531,0.049958,0.110592,0.125676,-0.041081,-0.0627759,-18697.9
-19270.7,0.753226,0.582021,2,7,0,19280.9,-0.0228904,0.139237,0.124148,0.0628056,0.110806,0.028301,-0.0406806,-0.0492972,0.98516,0.130495,0.113819,0.0502156,0.121895,0.146073,-0.045379,-0.0604635,-18702.3
-19270.4,0.954422,0.582021,3,7,0,19276.4,-0.00694459,0.149038,0.123964,0.0648965,0.109711,0.0292053,-0.0402727,-0.062136,0.986742,0.142214,0.115223,0.0541197,0.120652,0.160662,-0.0438224,-0.0762104,-18698.2
-19271.3,0.951535,0.582021,3,7,0,19274.8,-0.0249191,0.149956,0.136609,0.0679652,0.0984281,0.0309947,-0.0390013,-0.0422151,0.975805,0.139558,0.125965,0.0538536,0.10819,0.143975,-0.0439229,-0.0517772,-18691.5
-19269.5,0.992448,0.582021,3,7,0,19274.2,-0.0148807,0.149425,0.119468,0.071136,0.106098,0.030089,-0.0343063,-0.0628026,0.982312,0.143613,0.110028,0.0608501,0.115057,0.158801,-0.0365145,-0.0770279,-18696.9
-19269.2,0.987735,0.582021,3,7,0,19272.6,-0.0182124,0.155726,0.137738,0.0665919,0.103565,0.028523,-0.048125,-0.048152,0.978816,0.145602,0.128556,0.053764,0.116599,0.151157,-0.0545233,-0.0590588,-18689.2
-19267.5,0.903974,0.582021,3,7,0,19273.2,-0.0123767,0.149274,0.120742,0.0712024,0.103829,0.0272911,-0.0404776,-0.0472966,0.979672,0.141661,0.110312,0.0595132,0.114805,0.141577,-0.0452976,-0.0580097,-18694.6
-19266.4,0.987671,0.582021,3,7,0,19269.1,-0.0162249,0.151118,0.136616,0.0622444,0.102613,0.0291007,-0.036381,-0.0581475,0.980595,0.142716,0.128221,0.0514144,0.112189,0.153456,-0.0394211,-0.0713184,-18692.3
-19267,0.955954,0.582021,3,7,0,19269.2,-0.0144709,0.149431,0.125014,0.0679421,0.102995,0.0330123,-0.0322076,-0.0462021,0.978788,0.141602,0.113397,0.0536557,0.110613,0.147423,-0.0353349,-0.0566673,-18693.2
-19266.7,0.855537,0.582021,3,7,0,19271.1,-0.0144162,0.1511,0.133665,0.0613045,0.102791,0.0275016,-0.045024,-0.0567127,0.978947,0.142364,0.126044,0.0504358,0.115147,0.154944,-0.0500464,-0.0695587,-18692.7
-19267.4,0.829363,0.582021,3,7,0,19271.9,-0.0195515,0.147547,0.123599,0.0704406,0.100557,0.0327115,-0.0339612,-0.0503115,0.985527,0.139784,0.112802,0.0570945,0.108716,0.152168,-0.037127,-0.0617075,-18695.9
-19268.4,0.954564,0.582021,3,7,0,19270.6,-0.0215774,0.150473,0.127383,0.0719133,0.0976762,0.0309953,-0.0305199,-0.0546341,0.977961,0.143147,0.117384,0.0605785,0.105062,0.149854,-0.0325865,-0.0670093,-18692.8
