# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = h2reg_hreg_model
# start_datetime = 2025-03-23 20:43:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpudzmvn9w/tv311lc7.json
# init = 2 (Default)
# random
#   seed = 72236
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan_fit/h2-dens.h-nondens/h2reg-hreg-20250323154325_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=h2reg-hreg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta.1.1,beta.2.1,beta.3.1,beta.4.1,beta.5.1,beta.6.1,beta.7.1,beta.8.1,beta.9.1,beta.1.2,beta.2.2,beta.3.2,beta.4.2,beta.5.2,beta.6.2,beta.7.2,beta.8.2,beta.9.2,beta.1.3,beta.2.3,beta.3.3,beta.4.3,beta.5.3,beta.6.3,beta.7.3,beta.8.3,beta.9.3,beta.1.4,beta.2.4,beta.3.4,beta.4.4,beta.5.4,beta.6.4,beta.7.4,beta.8.4,beta.9.4,beta.1.5,beta.2.5,beta.3.5,beta.4.5,beta.5.5,beta.6.5,beta.7.5,beta.8.5,beta.9.5,mu_beta.1,mu_beta.2,mu_beta.3,mu_beta.4,mu_beta.5,sigma_beta.1,sigma_beta.2,sigma_beta.3,sigma_beta.4,sigma_beta.5,mu_inner_beta,sigma_inner_beta,betad.1.1,betad.2.1,betad.3.1,betad.4.1,betad.5.1,betad.6.1,betad.7.1,betad.8.1,betad.9.1,betad.1.2,betad.2.2,betad.3.2,betad.4.2,betad.5.2,betad.6.2,betad.7.2,betad.8.2,betad.9.2,mu_betad.1,mu_betad.2,sigma_betad.1,sigma_betad.2,log_p,rmse
-169561,0.889001,0.248143,4,15,0,169601,-0.00487986,0.973929,-0.0584858,-0.0586694,-0.0730131,-0.130944,-0.0193225,-0.0178593,-0.0447066,-0.0805476,0.00763934,0.0919656,0.09188,0.0543846,0.0680896,0.00879942,0.00335517,0.0668553,0.0046136,-0.0221656,-0.0135566,0.050438,0.061385,0.00970644,0.0327876,0.00678074,-0.0646703,-0.0158844,-0.0305384,0.0441721,0.0774646,0.0360715,0.0387828,0.0251237,0.0208219,0.180294,-0.034853,0.0490856,-0.0328867,-0.0229325,0.001885,0.0140472,-0.000409848,-0.00721355,0.000640666,-0.0806607,0.0207612,-0.0341532,0.0393577,-0.0241096,0.0312741,-0.00686227,0.0540691,0.0353213,0.0458948,0.0629103,0.0293125,-0.0166904,0.0470285,0.193407,-0.060234,0.269365,0.118107,0.284254,0.137522,0.0508827,0.0441373,0.227677,0.159817,-0.0387673,0.0784292,0.0704327,0.00845157,0.166412,0.0832913,0.15376,0.156099,0.208407,0.116583,0.096662,0.0926878,-171047,1.01706
-169572,0.851253,0.248143,4,15,0,169609,-0.00441094,0.975272,-0.0608436,-0.0372191,-0.115086,-0.125963,0.0185785,-0.00314093,-0.0431053,-0.0949781,-0.000556417,0.108742,0.117075,0.0533953,0.0610378,0.00952372,-0.0057993,0.0989669,-0.0161898,-0.0108986,-0.022063,0.0470004,0.0484504,-0.0210028,0.0167658,0.0209767,-0.090434,0.00776217,-0.000578876,0.068416,0.066504,-0.0083683,0.0136739,0.0508463,-0.0147554,0.165741,-0.0218758,0.0685366,-0.0306618,-0.00515093,0.0525278,0.0175439,-0.0248559,0.00295091,0.00246383,-0.148052,-5.61476e-05,-0.0710064,0.0470313,0.0437647,0.0592714,-0.0179366,0.0554121,0.0774871,0.0727099,0.0608379,0.0948227,0.0157395,0.0431364,0.218218,-0.0455231,0.239985,0.114254,0.289723,0.14076,0.044181,0.0586422,0.231419,0.153892,-0.051728,0.0790174,0.0687708,0.00540676,0.167339,0.0775586,0.161279,0.159999,0.0591609,0.0834281,0.170924,0.0732321,-171152,1.01799
-169564,0.927731,0.248143,4,15,0,169605,-0.00947342,0.973362,-0.0557333,-0.0442358,-0.0806076,-0.116312,0.00502979,-0.00592532,-0.0391231,-0.084607,0.00453016,0.089233,0.108187,0.060212,0.0656941,0.00729578,-0.00500612,0.0752401,-0.00608309,-0.033163,-0.000723417,0.0553663,0.0619454,-0.0267693,0.0228011,0.0184112,-0.0722679,0.00626065,-0.0300237,0.0507545,0.0785621,-0.0164999,0.0268995,0.0355515,-0.00101623,0.172409,-0.0253427,0.0434613,-0.0415877,0.00255264,0.0392945,0.00766545,-0.0178987,-0.00478683,0.00433132,-0.10665,0.00267443,-0.0299294,0.0516239,0.0167562,0.0124612,0.0202208,0.0471149,0.0401591,0.063459,0.0762615,0.0494988,-0.00747833,0.0941789,0.194034,-0.0601127,0.273452,0.122933,0.285038,0.136764,0.0496159,0.044301,0.233884,0.157467,-0.0455085,0.0757803,0.0722188,0.00751626,0.162327,0.084997,0.151804,0.160283,0.0219244,0.11947,0.197688,0.0969746,-171111,1.01751
-169568,0.962142,0.248143,4,15,0,169607,-0.00236227,0.9752,-0.0639171,-0.0554879,-0.0985981,-0.105591,-0.0120535,-0.0289502,-0.064559,-0.0901715,-0.00988057,0.0920258,0.0943825,0.0346888,0.0498016,0.020765,0.00259637,0.0916294,-0.0115315,-0.0125075,-0.0185294,0.0624555,0.0597224,-0.000280569,0.0354091,-0.00404794,-0.0835736,-0.0117411,-0.00181037,0.0466634,0.0743615,0.0203667,0.0319336,0.0376036,-0.00699038,0.159416,-0.0210606,0.0617404,-0.0500878,-0.0241154,0.0223248,0.013073,-0.0103783,-0.0188757,0.00795801,-0.100375,0.00571187,-0.0713868,0.0124716,0.0410833,0.0276077,7.36786e-05,0.0253616,0.0550135,0.0588695,0.0505137,0.0627584,-0.0514005,0.100216,0.206211,-0.0539433,0.259025,0.116108,0.294136,0.140847,0.0445991,0.0496393,0.225243,0.166767,-0.0458378,0.0695729,0.0720892,0.00414413,0.169934,0.076424,0.157769,0.166592,0.0733189,0.110517,0.157291,0.0977205,-171128,1.0178
-169558,0.990233,0.248143,4,15,0,169600,-0.00772708,0.975107,-0.05809,-0.0427035,-0.073902,-0.136197,-0.00261674,-0.0162826,-0.0376793,-0.0848797,0.00774345,0.0962485,0.113575,0.0605222,0.0614869,-0.000738172,-0.00424679,0.0851608,-0.00321294,-0.0116227,-0.0108956,0.0636538,0.0608441,-0.0143932,0.0231773,0.0228019,-0.0698886,0.013699,-0.0142392,0.0656281,0.0605804,0.0109184,0.0172529,0.0456779,0.00468564,0.178827,-0.0414115,0.0360944,-0.020975,-0.00696899,0.00690961,-0.00039724,0.00429492,0.0145862,-0.00306334,-0.113082,0.016842,-0.0270038,0.0631917,-0.00229951,0.0252273,-0.0158391,0.0541508,0.0519674,0.0506503,0.07871,0.0604659,0.0387815,0.0272748,0.210505,-0.0528876,0.255422,0.11825,0.283343,0.141583,0.0451174,0.0492069,0.238743,0.150773,-0.0459235,0.0826826,0.0626776,0.00240603,0.165922,0.089346,0.157835,0.158101,0.227933,0.11682,0.118838,0.0803381,-171106,1.01762
-169564,0.785675,0.248143,4,15,0,169606,-0.00539708,0.975521,-0.0648686,-0.0499419,-0.0922875,-0.121651,-0.00786238,-0.0152376,-0.0509385,-0.0936389,0.00267208,0.10058,0.106588,0.045139,0.0693935,0.00734439,-0.015517,0.0802031,-0.0221552,-0.0137995,-0.0317439,0.0312909,0.055761,0.00768363,0.030591,0.0200585,-0.0733175,-0.0396783,-0.00607586,0.0576871,0.0633665,0.00315311,0.0331485,0.0453799,0.00257145,0.182011,0.000682609,0.0780486,-0.0452032,-0.0234259,0.0562977,0.0241696,-0.02275,-0.0137701,0.00489533,-0.113876,0.000383722,-0.0785936,0.0536543,-0.0227048,0.0378294,-0.00396937,0.0764837,0.0467113,0.0427771,0.0738445,0.0432406,-0.0590372,0.0591804,0.205341,-0.0552904,0.255706,0.112682,0.280628,0.142858,0.0431585,0.0512096,0.229033,0.163211,-0.0410702,0.0732656,0.0699246,0.0095166,0.172704,0.0746787,0.146889,0.1645,0.159416,0.065726,0.223419,0.0756554,-171062,1.01731
-169561,0.986117,0.248143,4,15,0,169597,-0.00610451,0.974506,-0.0589419,-0.0495883,-0.0943281,-0.131356,0.0059903,-0.0111908,-0.0369024,-0.0800651,0.00171735,0.0826313,0.0936825,0.060196,0.0600597,0.00291326,0.00470647,0.0775395,0.0027637,-0.0186613,0.000403995,0.0641367,0.0499514,-0.0187358,0.0164759,0.000583003,-0.0786423,0.0302328,-0.0252708,0.0517418,0.0719983,0.0019145,0.0245179,0.0257978,-0.00257988,0.165301,-0.0600699,0.0398245,-0.0217489,-0.0151485,-0.00204335,0.00830463,-0.0053714,0.00887657,-0.0023705,-0.113506,0.0241672,-0.0418477,0.0295321,0.024158,0.0339859,-0.0282893,0.0387876,0.063434,0.044005,0.0471833,0.0528555,-0.0142329,0.0639443,0.206423,-0.0527119,0.253057,0.119444,0.29134,0.136035,0.0527666,0.048566,0.232161,0.152326,-0.0454691,0.0835679,0.0667763,0.00694199,0.162838,0.0926071,0.168771,0.154012,0.156459,0.110564,0.0800464,0.0813996,-171117,1.01765
-169565,0.864743,0.248143,4,15,0,169604,-0.00634286,0.973872,-0.0467471,-0.038041,-0.0916539,-0.128535,-0.00620709,-0.0108386,-0.047025,-0.0900659,0.00689184,0.0965773,0.0903902,0.0405706,0.0605204,0.013116,0.0063931,0.0852682,-0.00190716,-0.00834561,-0.0166007,0.0474003,0.0655434,-0.000644958,0.0458317,0.00490335,-0.0909559,0.0166922,-0.0269135,0.0520116,0.0931531,-0.0139725,0.034061,0.0280709,0.0023121,0.172609,-0.0433787,0.0533043,-0.0327932,-0.0198206,-0.00335953,0.00840624,-0.00882264,0.0102539,-0.00689585,-0.11852,0.0196129,-0.0480269,0.0394576,0.0167388,0.0442283,-0.0329224,0.0423889,0.0545765,0.0657116,0.0566512,0.0411401,-0.00534128,0.225924,0.203318,-0.0425592,0.248676,0.118932,0.284577,0.136831,0.0529551,0.0436909,0.224836,0.156839,-0.0379631,0.0732122,0.0717837,0.00556123,0.170076,0.0934989,0.167007,0.153859,0.150944,0.0968242,0.188144,0.0743373,-171043,1.01701
-169567,0.97214,0.248143,4,15,0,169600,-0.00706355,0.973593,-0.0663686,-0.0583533,-0.0971452,-0.122849,0.0038644,-0.00913139,-0.0407115,-0.0952242,-0.00249846,0.10158,0.117095,0.0699836,0.0665552,-0.00461143,-0.0100125,0.0791285,-8.316e-06,-0.0209309,-0.015873,0.0439851,0.0446939,-0.011594,0.00811056,0.0161194,-0.0726888,-0.025896,-0.0162038,0.0534491,0.0444991,0.0366064,0.0171159,0.045174,-0.00309424,0.172321,-0.0179008,0.0555028,-0.033796,-0.00661228,0.0358807,0.0169959,-0.0116462,-0.024638,-0.00117426,-0.089019,-0.0088193,-0.0423175,0.0287657,-0.0167202,0.00549269,0.00806745,0.0616491,0.0440408,0.0329758,0.0885929,0.0327597,-0.0212644,0.0290255,0.207838,-0.0616447,0.266054,0.113295,0.28742,0.141329,0.0401071,0.0545771,0.236733,0.158986,-0.0464468,0.0859029,0.0709631,0.00923698,0.164113,0.0718419,0.145283,0.170066,0.107232,0.0702744,0.0974757,0.0917889,-171208,1.01828
-169565,0.971258,0.248143,4,15,0,169610,-0.00655503,0.975484,-0.0576946,-0.0436134,-0.0984619,-0.133344,0.00639739,-0.0157205,-0.0464102,-0.0872315,0.0142443,0.0958645,0.094534,0.0418482,0.0651906,0.0150875,0.00335604,0.081866,-0.0226741,-0.00710715,-0.0166909,0.0500607,0.0783781,0.00576089,0.043627,0.00710289,-0.080954,0.0088836,-0.0126807,0.0593575,0.10033,-0.0156652,0.0424614,0.0354316,0.00953746,0.180975,-0.035155,0.0703675,-0.0234413,-0.0236931,0.0122405,0.0115438,-0.00991531,0.0222353,0.000402418,-0.137474,0.0382255,-0.0687405,0.0614841,0.0246421,0.0298211,-0.049644,0.0536659,0.063482,0.0411562,0.0663699,0.0851116,0.0173115,0.0656547,0.208407,-0.0505676,0.260581,0.116888,0.285065,0.136622,0.0427095,0.0462063,0.235766,0.163246,-0.0466601,0.0773953,0.0657302,0.0112238,0.164792,0.0924023,0.163211,0.157118,0.181939,0.10472,0.116491,0.08586,-171142,1.01794
-169562,0.928516,0.248143,4,15,0,169614,-0.00537311,0.972969,-0.0597784,-0.0477499,-0.0871022,-0.119301,-0.00252427,-0.00836221,-0.0365081,-0.0826075,-0.00885342,0.102435,0.116704,0.0668953,0.0630986,-0.00276673,-0.0103506,0.0797404,0.0111916,-0.0283473,-0.00738617,0.04271,0.0414713,-0.00748,0.0140603,0.0128027,-0.071945,-0.0133787,-0.0192745,0.0473913,0.0385002,0.0265973,0.0112023,0.0409365,-0.00754986,0.168219,-0.0236758,0.0551159,-0.0464343,-0.00664954,0.0408,0.0163994,-0.0144884,-0.0288054,-0.00304052,-0.0942009,-0.0114668,-0.0572842,0.0242472,-0.0139521,0.0464706,-0.0322179,0.0404823,0.0562721,0.0634623,0.0585274,0.0523155,0.0148716,0.0517616,0.207408,-0.0579781,0.251617,0.120788,0.295379,0.137374,0.0546946,0.0569357,0.229419,0.1595,-0.0401933,0.0770094,0.0695044,0.0155476,0.163607,0.0744633,0.153304,0.166534,0.109156,0.108446,0.118854,0.0816846,-171183,1.01803
