# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = multireg_model
# start_datetime = 2025-05-11 23:21:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/43/wy_ws5nx3830gqhfw05n4yyc0000gn/T/tmpeem7arw8/cugew0cc.json
# init = 2 (Default)
# random
#   seed = 45848
# output
#   file = /Users/zhafen/repos/citesim/analysis_data/stan_fits/stan-fit_den-asym_nNone/sems.nonsems/multireg-20250511182132_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=multireg.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,log_p
-18785,0.999997,0.478112,3,7,0,18794.8,-0.00909782,0.164956,0.136435,0.0716332,0.0987212,0.0313569,-0.0315563,-0.0556361,0.0767115,-0.02712,-0.0134519,-0.0296753,-0.103674,0.968587,0.157688,0.135007,0.0177326,0.105082,0.181258,-0.0311316,-0.14533,0.0768438,-0.0258615,0.00467208,-0.0229439,-0.132768,-18743
-18784.6,0.989592,0.478112,3,7,0,18790,-0.0226511,0.149315,0.139292,0.0660123,0.113008,0.028759,-0.0444576,-0.0549403,0.0691119,-0.00772824,-0.010582,-0.00955321,-0.108206,0.969637,0.137687,0.138314,0.0139973,0.126688,0.180878,-0.0371539,-0.145302,0.0676288,-0.00689261,0.00648501,-0.000448731,-0.138571,-18751.2
-18782.2,0.839081,0.478112,3,7,0,18794.5,-0.010183,0.155284,0.140821,0.0709116,0.0974923,0.0266853,-0.0367335,-0.0534557,0.0723465,-0.024188,-0.00500646,-0.0234984,-0.0984911,0.973861,0.145806,0.139487,0.0202634,0.106406,0.1719,-0.0352599,-0.137303,0.0718533,-0.0233087,0.0120838,-0.016648,-0.126131,-18743.1
-18779.2,0.985707,0.478112,3,7,0,18785.1,-0.0214321,0.15582,0.131001,0.0671125,0.107241,0.0330269,-0.0390849,-0.0578746,0.0746301,-0.00966795,-0.015563,-0.0234069,-0.111148,0.969413,0.146896,0.130241,0.012039,0.117793,0.191946,-0.0353674,-0.15298,0.0738246,-0.00824764,0.00304288,-0.0153743,-0.142339,-18746.4
-18784.3,0.778738,0.478112,3,7,0,18788.6,-0.0257098,0.160346,0.128361,0.0684126,0.102007,0.0266529,-0.0413913,-0.056485,0.064165,-0.00585281,-0.0109334,-0.0159175,-0.10516,0.976124,0.153106,0.128542,0.0215113,0.114473,0.175309,-0.036563,-0.146235,0.0623899,-0.00475914,0.00624268,-0.00771307,-0.134671,-18747.4
-18783.3,0.897036,0.478112,3,7,0,18795.4,-0.00953417,0.150268,0.140655,0.0714304,0.106082,0.0316104,-0.0358182,-0.0532194,0.0794696,-0.0245687,-0.00725146,-0.0247983,-0.110765,0.964387,0.138815,0.138687,0.0139353,0.114424,0.184234,-0.0328982,-0.146069,0.0787966,-0.0235543,0.0117534,-0.0169362,-0.141848,-18746.6
-18783.3,1,0.478112,3,7,0,18787.4,-0.0215469,0.158949,0.127771,0.0686821,0.10018,0.032688,-0.0404526,-0.0566589,0.0643064,-0.00558299,-0.013261,-0.0158338,-0.100276,0.975561,0.151429,0.126773,0.0192221,0.11133,0.188089,-0.0358357,-0.142937,0.0631686,-0.00445234,0.00306583,-0.0080741,-0.128416,-18746.4
-18783.4,0.775545,0.478112,3,7,0,18795.6,-0.00914969,0.153425,0.140705,0.069793,0.105426,0.0329395,-0.035812,-0.051674,0.0821968,-0.0226929,-0.00860726,-0.0244657,-0.111295,0.964257,0.142263,0.138461,0.0100071,0.113831,0.185462,-0.0322747,-0.144337,0.0818622,-0.0216242,0.0103945,-0.0165221,-0.142528,-18745.8
-18783.4,0.999147,0.478112,3,7,0,18789.8,-0.0112527,0.157155,0.140618,0.0742973,0.11231,0.0310563,-0.0323856,-0.0615219,0.0754089,-0.0217257,-0.00884998,-0.0258653,-0.114076,0.972536,0.147553,0.139253,0.0204445,0.120099,0.188943,-0.0286601,-0.15949,0.0740495,-0.0205742,0.0106985,-0.0177997,-0.146089,-18748.1
-18784.1,0.992686,0.478112,3,7,0,18788.6,-0.0202098,0.153435,0.128478,0.0672501,0.0966325,0.0321495,-0.0433891,-0.0478454,0.0667892,-0.00809156,-0.011793,-0.0146221,-0.0962548,0.967131,0.144268,0.126487,0.0153806,0.108424,0.179539,-0.0397081,-0.12851,0.066232,-0.00709684,0.00386274,-0.00711755,-0.123267,-18745.3
-18786,0.776414,0.478112,3,7,0,18795.9,-0.0125864,0.155354,0.134172,0.0735285,0.105155,0.0229303,-0.0388656,-0.0584832,0.0771459,-0.0228758,-0.00710886,-0.0274085,-0.121698,0.968058,0.145919,0.135685,0.021999,0.115882,0.173058,-0.0365734,-0.161447,0.075152,-0.0217016,0.013821,-0.0187861,-0.15585,-18748.5
-18787.1,0.968563,0.478112,3,7,0,18795.9,-0.016512,0.154333,0.130274,0.0716307,0.107703,0.0238635,-0.0356023,-0.0639097,0.0790023,-0.0226563,-0.000927834,-0.0258345,-0.118546,0.971371,0.146518,0.131047,0.0191266,0.117493,0.179657,-0.0310953,-0.164547,0.0770711,-0.0216861,0.0196169,-0.0173516,-0.151814,-18749.7
-18781.5,0.999597,0.478112,3,7,0,18793.2,-0.00713952,0.158037,0.145033,0.0770837,0.0989373,0.0295063,-0.0334692,-0.0571605,0.0680812,-0.0159107,-0.0083693,-0.0190967,-0.106747,0.972902,0.147642,0.144156,0.0278636,0.10754,0.178674,-0.0285176,-0.14824,0.0665079,-0.0149351,0.00944631,-0.0110538,-0.136703,-18746.9
-18786.5,0.805914,0.478112,3,7,0,18793.2,-0.0275685,0.145746,0.127851,0.0688919,0.0992486,0.0358405,-0.0394762,-0.0565197,0.0791366,-0.0149915,-0.0210865,-0.0194299,-0.102284,0.967292,0.1357,0.126371,0.0110652,0.109097,0.194997,-0.0354009,-0.144284,0.0801351,-0.0137151,-0.00442758,-0.0118329,-0.130988,-18749.3
-18781.6,1,0.478112,3,7,0,18791,-0.0195257,0.146481,0.129765,0.0637593,0.0990531,0.0278357,-0.0333762,-0.0489833,0.0681218,-0.014199,-0.0153379,-0.0217125,-0.102986,0.970078,0.137154,0.128847,0.014356,0.107923,0.163814,-0.0305476,-0.136427,0.0673789,-0.0129547,0.00186776,-0.014272,-0.131887,-18744.6
-18778.6,0.983743,0.478112,3,7,0,18785,-0.0151703,0.15961,0.139329,0.0787616,0.106357,0.0315064,-0.0394754,-0.0597197,0.070193,-0.0130466,-0.00988136,-0.0189539,-0.107183,0.973178,0.149845,0.13783,0.0270695,0.116941,0.19075,-0.0349685,-0.151552,0.0688978,-0.0119891,0.00792808,-0.0108567,-0.137261,-18747.1
-18778.6,0.850783,0.478112,3,7,0,18786.3,-0.015274,0.149105,0.12944,0.064917,0.100488,0.0312525,-0.0351471,-0.050625,0.072309,-0.0170347,-0.0145572,-0.0190143,-0.104897,0.969836,0.13976,0.128163,0.0115471,0.10939,0.175602,-0.0310585,-0.139071,0.071844,-0.0159483,0.00272219,-0.0111348,-0.134334,-18743.6
-18780.2,0.926879,0.478112,3,7,0,18783.7,-0.0150372,0.159096,0.142075,0.0740721,0.108544,0.0299332,-0.0443072,-0.0619404,0.0726271,-0.0106058,-0.0137425,-0.02365,-0.105557,0.968055,0.148971,0.141397,0.0220799,0.120922,0.192978,-0.0422266,-0.153748,0.0719948,-0.00925505,0.00410024,-0.0161593,-0.135179,-18747.8
-18784.1,0.851229,0.478112,3,7,0,18786.6,-0.0178323,0.156259,0.130434,0.0662999,0.0922647,0.0339049,-0.0310654,-0.0468513,0.0651462,-0.0218245,-0.00586616,-0.0195486,-0.102924,0.97256,0.147885,0.12879,0.0150373,0.0984295,0.176468,-0.0278229,-0.13293,0.0634769,-0.0210088,0.0115039,-0.0119039,-0.131808,-18743
-18782.9,0.992089,0.478112,3,7,0,18790.2,-0.0109566,0.15644,0.138179,0.0734842,0.113217,0.0285951,-0.0425858,-0.0636615,0.0775276,-0.00788979,-0.0137627,-0.0224646,-0.108317,0.973471,0.14687,0.137125,0.019551,0.125985,0.190509,-0.0382565,-0.157198,0.0771695,-0.0065226,0.00439276,-0.014603,-0.138714,-18748.9
-18779.5,0.998459,0.478112,3,7,0,18786.9,-0.0184714,0.159945,0.131744,0.0652666,0.0990161,0.0253093,-0.0374578,-0.0607991,0.0753761,-0.0120706,-0.00991352,-0.0147274,-0.109552,0.968141,0.152812,0.132927,0.0141103,0.110427,0.175182,-0.0297011,-0.153536,0.0744533,-0.0111376,0.00786625,-0.00600023,-0.140296,-18747
-18780.9,0.785338,0.478112,3,7,0,18790.2,-0.0142668,0.15239,0.136225,0.075395,0.105483,0.038167,-0.0400683,-0.0507964,0.0652735,-0.01877,-0.00588988,-0.0269609,-0.102631,0.973208,0.141179,0.132817,0.0215729,0.113737,0.199418,-0.0410056,-0.138414,0.0635894,-0.0176352,0.0121216,-0.0200627,-0.131433,-18743.8
-18782.2,0.951915,0.478112,3,7,0,18786.8,-0.0165832,0.160226,0.133615,0.0636454,0.101313,0.025926,-0.0345901,-0.0609126,0.0784571,-0.011872,-0.0180209,-0.0117442,-0.108768,0.968947,0.153068,0.13449,0.0111746,0.112269,0.171958,-0.0251537,-0.153273,0.0785484,-0.010861,-0.000958621,-0.00280019,-0.139292,-18748.1
-18783.6,0.953191,0.478112,3,7,0,18790.2,-0.00691248,0.156343,0.141668,0.070699,0.0997673,0.0395857,-0.0430029,-0.0610382,0.074321,-0.0201102,-0.00229542,-0.0136409,-0.109555,0.973295,0.144931,0.140932,0.0121813,0.109558,0.216372,-0.0366641,-0.153149,0.0728166,-0.0195323,0.0156853,-0.00480801,-0.140299,-18748.1
-18785,0.782782,0.478112,3,7,0,18795.8,-0.0142663,0.152378,0.128647,0.0692339,0.110107,0.0216095,-0.0327586,-0.045965,0.0708516,-0.00606033,-0.00729948,-0.0203523,-0.0991763,0.968232,0.144795,0.124863,0.0199841,0.120902,0.146192,-0.0277674,-0.128161,0.0701158,-0.00491587,0.00951347,-0.013133,-0.127008,-18745.2
-18781.5,0.788084,0.478112,3,7,0,18798.4,-0.0150148,0.150297,0.132679,0.0774562,0.104304,0.0225684,-0.0330462,-0.0528383,0.0674968,-0.0123689,-0.00337471,-0.0222693,-0.102963,0.96698,0.14148,0.130463,0.0308594,0.114073,0.158127,-0.0291348,-0.13984,0.0658032,-0.0113438,0.0143522,-0.014885,-0.131858,-18746.9
-18781.9,0.994533,0.478112,3,7,0,18785.8,-0.0180337,0.161489,0.138352,0.0612908,0.102685,0.0386424,-0.0421959,-0.0579594,0.0751555,-0.019143,-0.0171742,-0.0180225,-0.107568,0.973432,0.151856,0.138165,0.00323106,0.112505,0.206819,-0.0385305,-0.150027,0.0749765,-0.0180606,0.000319661,-0.00979909,-0.137755,-18745.1
-18783.2,0.886735,0.478112,3,7,0,18790.9,-0.0138796,0.161919,0.141442,0.0658945,0.104639,0.0419502,-0.0424321,-0.0610081,0.0760581,-0.0214968,-0.0129655,-0.0130507,-0.106847,0.970081,0.15162,0.14033,0.00578918,0.114084,0.218597,-0.0365778,-0.152038,0.0757877,-0.0207323,0.0041231,-0.00441162,-0.136831,-18747.5
-18781.7,0.994701,0.478112,3,7,0,18789.4,-0.0168282,0.151592,0.13014,0.0677337,0.110185,0.0237789,-0.0345854,-0.0541229,0.0666705,-0.0145172,-0.0024377,-0.0266891,-0.103143,0.968627,0.143838,0.12828,0.0204606,0.119847,0.164786,-0.0329657,-0.142175,0.0648053,-0.0133928,0.0157636,-0.0197171,-0.132088,-18745.1
-18786.9,0.677057,0.478112,3,7,0,18794.7,-0.0128697,0.153859,0.129778,0.0709283,0.112032,0.0398799,-0.0259076,-0.0655271,0.0692603,-0.0214692,-0.0115178,-0.0255161,-0.104419,0.974548,0.146544,0.126805,0.0173389,0.11626,0.207078,-0.0221402,-0.157939,0.0682983,-0.0203,0.00641135,-0.0183119,-0.133722,-18748.5
-18782.3,0.985943,0.478112,3,7,0,18793.7,-0.0143694,0.161479,0.13723,0.0706161,0.110539,0.0373495,-0.0395261,-0.0556446,0.0636361,-0.0136471,-0.0169086,-0.0108509,-0.105409,0.969156,0.15185,0.135264,0.0185861,0.120532,0.196577,-0.0338289,-0.145703,0.0623067,-0.012737,-0.00040043,-0.00213168,-0.13499,-18747.7
-18784.2,0.880057,0.478112,3,7,0,18791,-0.0111276,0.163973,0.134098,0.0687062,0.104487,0.0220232,-0.028748,-0.0528088,0.0758993,-0.0178387,-0.00992618,-0.0214598,-0.115996,0.967481,0.157093,0.133964,0.0181578,0.113172,0.153752,-0.0225073,-0.149665,0.0744697,-0.0167441,0.00946585,-0.0127887,-0.148548,-18745.8
-18781.3,0.988709,0.478112,3,7,0,18790.2,-0.0231593,0.154066,0.12507,0.0726004,0.10189,0.0366702,-0.0427053,-0.0596276,0.0702571,-0.00893765,-0.00930818,-0.0195114,-0.103068,0.970712,0.145643,0.123386,0.018145,0.112721,0.205252,-0.0388522,-0.148168,0.0692679,-0.00781489,0.00794436,-0.0118497,-0.131992,-18747.3
-18782.4,0.7342,0.478112,3,7,0,18793.6,-0.010285,0.157135,0.146341,0.0662245,0.101654,0.0245297,-0.0330242,-0.0500331,0.0724398,-0.0202661,-0.0136861,-0.0222858,-0.106566,0.96821,0.146808,0.14586,0.0162281,0.11061,0.158239,-0.0300101,-0.140028,0.0717922,-0.019134,0.00418716,-0.0145691,-0.136471,-18744.5
-18786.2,0.863416,0.478112,3,7,0,18793.3,-0.0133368,0.166,0.140041,0.0710854,0.111319,0.0285898,-0.0266715,-0.0550142,0.066694,-0.0129134,-0.0139922,-0.0274865,-0.0977496,0.968926,0.159377,0.136551,0.0231968,0.11814,0.167422,-0.0245617,-0.140527,0.0661477,-0.0114891,0.0029987,-0.021092,-0.125181,-18745.5
-18788.9,0.869536,0.478112,3,7,0,18795.7,-0.019096,0.144835,0.126705,0.0711867,0.0941079,0.0353324,-0.0478288,-0.0560469,0.0757388,-0.0179195,-0.00852088,-0.0104478,-0.1147,0.975797,0.133079,0.1276,0.0134745,0.106415,0.202977,-0.0411994,-0.151059,0.0743516,-0.0172568,0.0097069,-0.000828088,-0.146888,-18750.6
-18786.8,1,0.478112,3,7,0,18799.6,-0.0131723,0.163018,0.13568,0.0739372,0.113501,0.039244,-0.0428587,-0.0472186,0.0746616,-0.0172037,-0.0194523,-0.0275143,-0.113542,0.971411,0.152212,0.132466,0.0140747,0.123313,0.198692,-0.0433802,-0.142945,0.0739786,-0.0156738,-0.000252131,-0.0196583,-0.145405,-18744.8
-18788,0.988761,0.478112,3,7,0,18794.9,-0.0218775,0.146633,0.134415,0.0675665,0.0930452,0.0196671,-0.0328237,-0.0615516,0.0688549,-0.0107778,-0.00136185,-0.0150717,-0.0981074,0.968815,0.138597,0.135074,0.0232431,0.10355,0.159197,-0.0252235,-0.145429,0.0676332,-0.010045,0.0150323,-0.00743906,-0.125639,-18751.4
-18788.8,0.985065,0.478112,3,7,0,18795.5,-0.0097406,0.166389,0.136391,0.0726378,0.112883,0.0421817,-0.043362,-0.0498041,0.0742146,-0.0161507,-0.0204216,-0.0238575,-0.115424,0.972152,0.155783,0.133667,0.0117764,0.122687,0.20822,-0.0422349,-0.147214,0.0733776,-0.014704,-0.00131006,-0.0154722,-0.147815,-18746
-18778.9,0.989465,0.478112,3,7,0,18792.4,-0.00885372,0.156169,0.137382,0.0661895,0.102637,0.0278128,-0.0407012,-0.0525425,0.0730434,-0.0139912,-0.0138794,-0.0214292,-0.108901,0.965051,0.146229,0.137306,0.0138174,0.113985,0.174848,-0.037784,-0.144563,0.0721987,-0.0127651,0.00426495,-0.0134129,-0.139461,-18744.3
-18778.7,0.905491,0.478112,3,7,0,18785.7,-0.0206537,0.155011,0.13381,0.0755627,0.107059,0.0331485,-0.0350647,-0.0576378,0.0712873,-0.0164946,-0.00633415,-0.0178165,-0.101402,0.974091,0.14619,0.130686,0.022271,0.115769,0.189175,-0.0297627,-0.143979,0.0704398,-0.0156407,0.0106233,-0.0101448,-0.129858,-18746.1
-18780.2,0.951048,0.478112,3,7,0,18783.3,-0.0138575,0.154784,0.133466,0.0697164,0.0969711,0.0320221,-0.0437847,-0.0481606,0.0787968,-0.00977231,-0.00545826,-0.0183329,-0.108522,0.968804,0.144188,0.131781,0.0110033,0.108978,0.184389,-0.0386869,-0.136757,0.0779995,-0.00877424,0.012674,-0.0100512,-0.138977,-18744.3
-18781.8,0.924349,0.478112,3,7,0,18786.5,-0.0197701,0.159045,0.13574,0.0667488,0.107828,0.0357488,-0.035383,-0.0577746,0.0679306,-0.0170233,-0.0178677,-0.0310052,-0.101992,0.96953,0.150624,0.133978,0.0148085,0.115423,0.195081,-0.0366229,-0.148051,0.0674364,-0.0154432,-5.30119e-05,-0.0245587,-0.130614,-18744.5
-18780.5,0.748761,0.478112,3,7,0,18792.2,-0.0167453,0.158796,0.139758,0.0651569,0.10931,0.0321595,-0.0333952,-0.0614216,0.07507,-0.0132431,-0.0166779,-0.0233256,-0.100608,0.970843,0.150613,0.1379,0.0115743,0.118033,0.187875,-0.029392,-0.149414,0.0754157,-0.0119023,0.00025943,-0.0162622,-0.128841,-18746
-18783.1,0.925606,0.478112,3,7,0,18787.3,-0.0100856,0.162139,0.136897,0.0651125,0.107797,0.037704,-0.0318241,-0.0491416,0.0702462,-0.0157793,-0.0179197,-0.0226755,-0.101249,0.974161,0.153549,0.133285,0.00960497,0.114675,0.18599,-0.029207,-0.135519,0.0701045,-0.0144764,-0.00099341,-0.0154896,-0.129662,-18742.3
-18779.1,0.985857,0.478112,3,7,0,18787.1,-0.0142354,0.155016,0.130009,0.0685691,0.102069,0.0373371,-0.0404403,-0.0578926,0.0764155,-0.0167992,-0.0105272,-0.0162312,-0.0981236,0.972807,0.146456,0.127444,0.0106324,0.11176,0.202483,-0.0354482,-0.14149,0.0767648,-0.0159241,0.00561452,-0.00870953,-0.12566,-18744.1
-18780.2,0.929626,0.478112,3,7,0,18784.5,-0.01732,0.15622,0.139238,0.0712125,0.104191,0.02449,-0.0342849,-0.05437,0.0699412,-0.013714,-0.0110737,-0.025643,-0.11334,0.964296,0.146565,0.139328,0.0226885,0.113977,0.165421,-0.0314176,-0.150775,0.068111,-0.0123798,0.00825344,-0.0176241,-0.145147,-18747
-18785.2,0.78643,0.478112,3,7,0,18789.8,-0.0155158,0.14557,0.131505,0.0727253,0.104058,0.0382877,-0.0401328,-0.0472742,0.0766235,-0.018468,-0.00687226,-0.0130594,-0.0956412,0.974225,0.134278,0.126305,0.0123139,0.113446,0.193122,-0.0347149,-0.125751,0.0769936,-0.0178281,0.00873906,-0.00546002,-0.122481,-18745.6
-18781,1,0.478112,3,7,0,18787.9,-0.0175909,0.158091,0.136977,0.0691189,0.104419,0.0261526,-0.0409898,-0.0619421,0.0659016,-0.00896466,-0.0155841,-0.0228448,-0.112127,0.965567,0.149015,0.138779,0.0227016,0.116442,0.180819,-0.0383317,-0.159606,0.064014,-0.00754789,0.00311907,-0.0146668,-0.143593,-18748.9
-18780.6,0.94459,0.478112,3,7,0,18787.1,-0.016513,0.159055,0.133951,0.0683506,0.103717,0.0350824,-0.0385618,-0.0491736,0.0796234,-0.0150175,-0.00928325,-0.0164751,-0.101336,0.963178,0.149975,0.130271,0.00832279,0.113512,0.186847,-0.0328599,-0.132741,0.0799267,-0.0141186,0.00742299,-0.00867937,-0.129773,-18744.2
-18784.5,0.886112,0.478112,3,7,0,18789.9,-0.0073167,0.157962,0.137884,0.0692941,0.101765,0.033636,-0.0418819,-0.0627896,0.0626649,-0.0112104,-0.0197081,-0.0222432,-0.112917,0.975059,0.147847,0.139844,0.0213239,0.112505,0.199297,-0.0401176,-0.162076,0.0606597,-0.00975868,-0.00110262,-0.0139336,-0.144605,-18748.3
-18785.7,0.946724,0.478112,3,7,0,18791.6,-0.021367,0.15692,0.130266,0.0702979,0.102137,0.0326621,-0.0314305,-0.0509758,0.0862949,-0.0130018,-0.00545008,-0.0156119,-0.104981,0.962424,0.148918,0.126243,0.00851311,0.110712,0.178787,-0.0219242,-0.136386,0.0867185,-0.0121716,0.011887,-0.00739432,-0.134442,-18747.8
-18782.6,0.991223,0.478112,3,7,0,18789.9,-0.0111401,0.14937,0.138539,0.0641934,0.104014,0.032351,-0.0427845,-0.0592942,0.0602673,-0.0141263,-0.010356,-0.0251006,-0.10767,0.974139,0.138253,0.139533,0.0167917,0.114544,0.195441,-0.0430685,-0.153405,0.0578271,-0.0128557,0.00807943,-0.0175547,-0.137886,-18746.7
